PC=000001B8 [00500137] X02=00500000 X00=00000000 X05=00000000 lui     sp,5242880
PC=000004E0 [00A60733] X14=00000003 X12=00000002 X10=00000001 add     a4,a2,a0
PC=000004E4 [00070813] X16=00000003 X14=00000003 X00=00000000 addi    a6,a4,0
PC=000004E8 [00C83833] X16=00000000 X16=00000003 X12=00000002 sltu    a6,a6,a2
PC=000004EC [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000004F0 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000004F4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004F8 [FCE42423] X08=00500000 X08=00500000 X14=00000003 sw      a4,-56(s0/fp)
PC=000004FC [FCF42623] X12=00000002 X08=00500000 X15=00000000 sw      a5,-52(s0/fp)
PC=00000500 [FCC42783] X15=00000000 X08=00500000 X12=00000002 lw      a5,-52(s0/fp)
PC=00000508 [00F04C63] X24=00000000 X00=00000000 X15=00000000 blt     zero,a5,24
PC=00000508 [FCC42783] X15=00000000 X08=00500000 X12=00000002 lw      a5,-52(s0/fp)
PC=00000510 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000510 [FC842703] X14=00000003 X08=00500000 X08=00500000 lw      a4,-56(s0/fp)
PC=00000514 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000004A0 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000003 bgeu    a5,a4,-120
PC=000004A0 [FE842603] X12=00000026 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000004A4 [FEC42683] X13=00000000 X08=00500000 X12=00000026 lw      a3,-20(s0/fp)
PC=000004A8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000004AC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000004B0 [00A60733] X14=00000027 X12=00000026 X10=00000001 add     a4,a2,a0
PC=000004B4 [00070813] X16=00000027 X14=00000027 X00=00000000 addi    a6,a4,0
PC=000004B8 [00C83833] X16=00000000 X16=00000027 X12=00000026 sltu    a6,a6,a2
PC=000004BC [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000004C0 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000004C4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004C8 [FEE42423] X08=00500000 X08=00500000 X14=00000027 sw      a4,-24(s0/fp)
PC=000004CC [FEF42623] X12=00000026 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000004D0 [FC842603] X12=00000003 X08=00500000 X08=00500000 lw      a2,-56(s0/fp)
PC=000004D4 [FCC42683] X13=00000000 X08=00500000 X12=00000003 lw      a3,-52(s0/fp)
PC=000004D8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000004DC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000004E0 [00A60733] X14=00000004 X12=00000003 X10=00000001 add     a4,a2,a0
PC=000004E4 [00070813] X16=00000004 X14=00000004 X00=00000000 addi    a6,a4,0
PC=000004E8 [00C83833] X16=00000000 X16=00000004 X12=00000003 sltu    a6,a6,a2
PC=000004EC [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000004F0 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000004F4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004F8 [FCE42423] X08=00500000 X08=00500000 X14=00000004 sw      a4,-56(s0/fp)
PC=000004FC [FCF42623] X12=00000003 X08=00500000 X15=00000000 sw      a5,-52(s0/fp)
PC=00000500 [FCC42783] X15=00000000 X08=00500000 X12=00000003 lw      a5,-52(s0/fp)
PC=00000508 [00F04C63] X24=00000000 X00=00000000 X15=00000000 blt     zero,a5,24
PC=00000508 [FCC42783] X15=00000000 X08=00500000 X12=00000003 lw      a5,-52(s0/fp)
PC=00000510 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000510 [FC842703] X14=00000004 X08=00500000 X08=00500000 lw      a4,-56(s0/fp)
PC=00000514 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000004A0 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000004 bgeu    a5,a4,-120
PC=000004A0 [FE842603] X12=00000027 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000004A4 [FEC42683] X13=00000000 X08=00500000 X12=00000027 lw      a3,-20(s0/fp)
PC=000004A8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000004AC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000004B0 [00A60733] X14=00000028 X12=00000027 X10=00000001 add     a4,a2,a0
PC=000004B4 [00070813] X16=00000028 X14=00000028 X00=00000000 addi    a6,a4,0
PC=000004B8 [00C83833] X16=00000000 X16=00000028 X12=00000027 sltu    a6,a6,a2
PC=000004BC [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000004C0 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000004C4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004C8 [FEE42423] X08=00500000 X08=00500000 X14=00000028 sw      a4,-24(s0/fp)
PC=000004CC [FEF42623] X12=00000027 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000004D0 [FC842603] X12=00000004 X08=00500000 X08=00500000 lw      a2,-56(s0/fp)
PC=000004D4 [FCC42683] X13=00000000 X08=00500000 X12=00000004 lw      a3,-52(s0/fp)
PC=000004D8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000004DC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000004E0 [00A60733] X14=00000005 X12=00000004 X10=00000001 add     a4,a2,a0
PC=000004E4 [00070813] X16=00000005 X14=00000005 X00=00000000 addi    a6,a4,0
PC=000004E8 [00C83833] X16=00000000 X16=00000005 X12=00000004 sltu    a6,a6,a2
PC=000004EC [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000004F0 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000004F4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004F8 [FCE42423] X08=00500000 X08=00500000 X14=00000005 sw      a4,-56(s0/fp)
PC=000004FC [FCF42623] X12=00000004 X08=00500000 X15=00000000 sw      a5,-52(s0/fp)
PC=00000500 [FCC42783] X15=00000000 X08=00500000 X12=00000004 lw      a5,-52(s0/fp)
PC=00000508 [00F04C63] X24=00000000 X00=00000000 X15=00000000 blt     zero,a5,24
PC=00000508 [FCC42783] X15=00000000 X08=00500000 X12=00000004 lw      a5,-52(s0/fp)
PC=00000510 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000510 [FC842703] X14=00000005 X08=00500000 X08=00500000 lw      a4,-56(s0/fp)
PC=00000514 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=0000051C [F8E7F4E3] X09=00000000 X15=00000004 X14=00000005 bgeu    a5,a4,-120
PC=0000051C [00000793] X15=00000000 X00=00000000 X00=00000000 addi    a5,zero,0
PC=00000520 [00000813] X16=00000000 X00=00000000 X00=00000000 addi    a6,zero,0
PC=00000524 [FCF42423] X08=00500000 X08=00500000 X15=00000000 sw      a5,-56(s0/fp)
PC=00000528 [FD042623] X12=00000004 X08=00500000 X16=00000000 sw      a6,-52(s0/fp)
PC=0000052C [00000793] X15=00000000 X00=00000000 X00=00000000 addi    a5,zero,0
PC=00000530 [00078513] X10=00000000 X15=00000000 X00=00000000 addi    a0,a5,0
PC=00000534 [03C12403] X08=00000000 X02=004FFFC0 X28=00000000 lw      s0/fp,60(sp)
PC=00000538 [04010113] X02=00500000 X02=004FFFC0 X00=00000000 addi    sp,sp,64
PC=0000053C [00008067] X00=00000000 X01=000001C0 X00=00000000 jalr    zero,ra,0
PC=000001C0 [200002B7] X05=20000000 X00=00000000 X00=00000000 lui     t0,536870912
PC=000001C4 [00100073] X00=00000000 X00=00000000 X01=000001C0 ebreak  
